,ZONEID,timestamp,Forecasted Total Load,Forecasted Zonal Load,Zonal Price
632,1,01272011 08:00,19551,6347,70.34
633,1,01272011 09:00,19961,6614,74.62
634,1,01272011 10:00,20252,6781,77.4
635,1,01272011 11:00,20289,6843,77.64
636,1,01272011 12:00,20234,6861,72.96
637,1,01272011 13:00,20170,6864,70.52
638,1,01272011 14:00,20067,6861,69.61
639,1,01272011 15:00,20025,6865,69.98
640,1,01272011 16:00,20327,6939,78.31
641,1,01272011 17:00,21458,7119,94.73
642,1,01272011 18:00,21982,7108,88.93
643,1,01272011 19:00,21595,6930,85.34
644,1,01272011 20:00,21002,6719,82.9
645,1,01272011 21:00,20050,6459,81.59
646,1,01272011 22:00,18757,6120,59.45
647,1,01272011 23:00,17339,5686,55.17
648,1,01282011 00:00,16223,5262,59.72
649,1,01282011 01:00,15405,4957,52.11
650,1,01282011 02:00,14956,4769,52.0
651,1,01282011 03:00,14768,4684,50.92
652,1,01282011 04:00,14926,4691,47.33
653,1,01282011 05:00,15791,4918,51.63
654,1,01282011 06:00,17571,5432,87.1
655,1,01282011 07:00,19126,6010,100.52
656,1,01282011 08:00,19727,6412,103.6
657,1,01282011 09:00,20123,6694,114.54
658,1,01282011 10:00,20379,6864,109.75
659,1,01282011 11:00,20358,6912,115.84
660,1,01282011 12:00,20201,6907,110.43
661,1,01282011 13:00,20050,6875,107.53
662,1,01282011 14:00,19829,6836,106.41
663,1,01282011 15:00,19662,6799,106.63
664,1,01282011 16:00,19881,6847,108.87
665,1,01282011 17:00,20969,7023,125.8
666,1,01282011 18:00,21469,7016,113.23
667,1,01282011 19:00,20976,6814,106.72
668,1,01282011 20:00,20383,6585,99.26
669,1,01282011 21:00,19583,6340,89.55
670,1,01282011 22:00,18447,6056,72.36
671,1,01282011 23:00,17037,5659,64.67
672,1,01292011 00:00,15965,5239,66.05
673,1,01292011 01:00,15304,4999,56.35
674,1,01292011 02:00,14907,4836,56.32
675,1,01292011 03:00,14672,4749,59.5
676,1,01292011 04:00,14515,4684,61.01
677,1,01292011 05:00,14515,4643,59.35
678,1,01292011 06:00,15149,4754,67.58
679,1,01292011 07:00,16244,5034,71.56
680,1,01292011 08:00,17112,5344,77.93
681,1,01292011 09:00,17813,5647,90.77
682,1,01292011 10:00,18247,5869,103.35
683,1,01292011 11:00,18322,5957,95.86
684,1,01292011 12:00,18187,5971,87.8
685,1,01292011 13:00,17993,5936,82.47
686,1,01292011 14:00,17804,5893,79.07
687,1,01292011 15:00,17716,5854,75.5
688,1,01292011 16:00,18086,5919,93.46
689,1,01292011 17:00,19361,6204,140.22
690,1,01292011 18:00,20087,6365,131.77
691,1,01292011 19:00,19793,6298,115.32
692,1,01292011 20:00,19408,6185,109.61
693,1,01292011 21:00,18874,6060,96.33
694,1,01292011 22:00,18059,5892,75.23
695,1,01292011 23:00,17016,5637,71.71
696,1,01302011 00:00,16107,5345,71.7
697,1,01302011 01:00,15479,5097,62.86
698,1,01302011 02:00,15085,4927,63.71
699,1,01302011 03:00,14839,4828,64.42
700,1,01302011 04:00,14630,4748,65.34
701,1,01302011 05:00,14428,4648,66.96
702,1,01302011 06:00,14746,4644,61.6
703,1,01302011 07:00,15577,4812,62.44
704,1,01302011 08:00,16303,5063,66.48
705,1,01302011 09:00,16969,5351,78.89
706,1,01302011 10:00,17448,5587,81.31
707,1,01302011 11:00,17649,5716,77.83
708,1,01302011 12:00,17636,5770,74.6
709,1,01302011 13:00,17531,5775,69.05
710,1,01302011 14:00,17430,5763,65.98
711,1,01302011 15:00,17425,5747,67.99
712,1,01302011 16:00,17900,5844,86.42
713,1,01302011 17:00,19241,6147,110.14
714,1,01302011 18:00,20109,6339,109.73
715,1,01302011 19:00,20010,6329,104.5
716,1,01302011 20:00,19685,6270,95.98
717,1,01302011 21:00,19057,6150,89.11
718,1,01302011 22:00,18115,5947,79.22
719,1,01302011 23:00,17023,5657,72.04
720,1,01312011 00:00,16161,5266,65.98
721,1,01312011 01:00,15644,5033,58.62
722,1,01312011 02:00,15374,4893,54.32
723,1,01312011 03:00,15291,4832,59.73
724,1,01312011 04:00,15496,4851,62.2
725,1,01312011 05:00,16351,5044,67.66
726,1,01312011 06:00,18022,5504,85.29
727,1,01312011 07:00,19545,6037,109.82
728,1,01312011 08:00,20181,6446,111.39
729,1,01312011 09:00,20615,6736,112.35
730,1,01312011 10:00,20882,6916,103.63
731,1,01312011 11:00,20870,6979,101.18
732,1,01312011 12:00,20773,7000,101.35
733,1,01312011 13:00,20654,6993,92.54
734,1,01312011 14:00,20503,6971,90.67
735,1,01312011 15:00,20423,6957,89.27
736,1,01312011 16:00,20788,7040,93.64
737,1,01312011 17:00,21980,7230,125.82
738,1,01312011 18:00,22743,7281,135.03
739,1,01312011 19:00,22394,7123,110.99
740,1,01312011 20:00,21747,6921,107.6
741,1,01312011 21:00,20694,6633,93.58
742,1,01312011 22:00,19265,6256,86.43
743,1,01312011 23:00,17766,5789,77.03
744,1,02012011 0:00,16818,5377,63.02
745,1,02012011 1:00,16131,5087,49.2
746,1,02012011 2:00,15765,4916,50.22
747,1,02012011 3:00,15619,4832,57.38
748,1,02012011 4:00,15832,4860,55.87
749,1,02012011 5:00,16756,5103,59.4
750,1,02012011 6:00,18409,5595,84.1
751,1,02012011 7:00,19669,6071,98.16
752,1,02012011 8:00,20173,6450,98.75
753,1,02012011 9:00,20595,6697,101.26
754,1,02012011 10:00,20837,6864,100.2
755,1,02012011 11:00,20830,6941,96.86
756,1,02012011 12:00,20727,6970,93.98
757,1,02012011 13:00,20569,6960,89.13
758,1,02012011 14:00,20442,6926,87.77
759,1,02012011 15:00,20400,6931,87.27
760,1,02012011 16:00,20734,7020,93.12
761,1,02012011 17:00,21677,7161,115.84
762,1,02012011 18:00,22276,7170,121.99
763,1,02012011 19:00,21795,6975,103.23
764,1,02012011 20:00,21156,6761,99.82
765,1,02012011 21:00,20125,6468,90.36
766,1,02012011 22:00,18796,6095,72.09
767,1,02012011 23:00,17381,5638,65.61
768,1,02022011 0:00,16484,5334,49.46
769,1,02022011 1:00,15780,5042,45.35
770,1,02022011 2:00,15389,4864,41.13
771,1,02022011 3:00,15240,4781,41.22
772,1,02022011 4:00,15431,4806,42.1
773,1,02022011 5:00,16339,5048,48.25
774,1,02022011 6:00,17983,5551,61.04
775,1,02022011 7:00,19215,6029,65.73
776,1,02022011 8:00,19743,6415,72.76
777,1,02022011 9:00,20189,6668,76.18
778,1,02022011 10:00,20456,6838,80.81
779,1,02022011 11:00,20489,6922,81.89
780,1,02022011 12:00,20427,6963,79.3
781,1,02022011 13:00,20308,6970,70.7
782,1,02022011 14:00,20196,6944,70.31
783,1,02022011 15:00,20139,6943,70.62
784,1,02022011 16:00,20449,7030,79.39
785,1,02022011 17:00,21337,7158,92.58
786,1,02022011 18:00,21949,7158,87.44
787,1,02022011 19:00,21492,6954,81.8
788,1,02022011 20:00,20868,6739,74.29
789,1,02022011 21:00,19873,6459,63.93
790,1,02022011 22:00,18553,6092,56.69
791,1,02022011 23:00,17177,5652,54.48
792,1,02032011 0:00,16367,5305,51.16
793,1,02032011 1:00,15852,5078,46.13
794,1,02032011 2:00,15566,4938,42.93
795,1,02032011 3:00,15464,4869,42.39
796,1,02032011 4:00,15647,4890,43.63
797,1,02032011 5:00,16549,5124,47.75
798,1,02032011 6:00,18182,5604,62.56
799,1,02032011 7:00,19401,6072,75.03
800,1,02032011 8:00,19930,6451,75.24
801,1,02032011 9:00,20336,6693,78.88
802,1,02032011 10:00,20559,6849,77.75
803,1,02032011 11:00,20576,6929,76.08
804,1,02032011 12:00,20487,6956,71.28
805,1,02032011 13:00,20366,6955,66.52
806,1,02032011 14:00,20247,6928,66.38
807,1,02032011 15:00,20189,6925,66.89
808,1,02032011 16:00,20483,7010,80.1
809,1,02032011 17:00,21411,7153,87.44
810,1,02032011 18:00,22188,7198,92.05
811,1,02032011 19:00,21820,7023,81.8
812,1,02032011 20:00,21275,6826,77.76
813,1,02032011 21:00,20339,6561,72.88
814,1,02032011 22:00,19081,6227,66.0
815,1,02032011 23:00,17761,5813,60.04
816,1,02042011 0:00,16722,5400,57.57
817,1,02042011 1:00,16063,5109,53.67
818,1,02042011 2:00,15730,4937,52.85
819,1,02042011 3:00,15595,4851,53.15
820,1,02042011 4:00,15772,4861,53.23
821,1,02042011 5:00,16690,5100,56.62
822,1,02042011 6:00,18398,5584,74.94
823,1,02042011 7:00,19673,6069,84.02
824,1,02042011 8:00,20182,6459,82.66
825,1,02042011 9:00,20537,6714,85.78
826,1,02042011 10:00,20689,6877,82.05
827,1,02042011 11:00,20601,6940,87.31
828,1,02042011 12:00,20401,6943,75.26
829,1,02042011 13:00,20183,6920,69.35
830,1,02042011 14:00,19947,6867,68.59
831,1,02042011 15:00,19739,6820,68.74
832,1,02042011 16:00,19901,6862,79.42
833,1,02042011 17:00,20789,6990,89.9
834,1,02042011 18:00,21544,7020,91.43
835,1,02042011 19:00,21112,6830,84.75
836,1,02042011 20:00,20569,6607,79.72
837,1,02042011 21:00,19779,6349,72.92
838,1,02042011 22:00,18668,6066,68.88
839,1,02042011 23:00,17350,5687,60.3
840,1,02052011 0:00,16291,5310,50.22
841,1,02052011 1:00,15666,5090,45.51
842,1,02052011 2:00,15317,4947,43.71
843,1,02052011 3:00,15098,4861,44.1
844,1,02052011 4:00,14926,4791,43.41
845,1,02052011 5:00,14880,4740,45.96
846,1,02052011 6:00,15430,4818,51.33
847,1,02052011 7:00,16309,5024,50.15
848,1,02052011 8:00,17147,5323,55.1
849,1,02052011 9:00,17823,5594,61.14
850,1,02052011 10:00,18184,5802,62.66
851,1,02052011 11:00,18246,5899,66.0
852,1,02052011 12:00,18080,5916,55.91
853,1,02052011 13:00,17839,5892,54.16
854,1,02052011 14:00,17655,5848,50.69
855,1,02052011 15:00,17528,5809,50.67
856,1,02052011 16:00,17818,5864,54.98
857,1,02052011 17:00,18808,6101,78.24
858,1,02052011 18:00,19618,6255,79.51
859,1,02052011 19:00,19346,6193,68.68
860,1,02052011 20:00,19023,6094,66.0
861,1,02052011 21:00,18539,5977,54.28
862,1,02052011 22:00,17794,5830,53.43
863,1,02052011 23:00,16859,5605,50.88
864,1,02062011 0:00,15749,5209,49.5
865,1,02062011 1:00,15147,4966,43.04
866,1,02062011 2:00,14795,4804,38.87
867,1,02062011 3:00,14582,4711,39.04
868,1,02062011 4:00,14387,4635,39.86
869,1,02062011 5:00,14203,4559,39.87
870,1,02062011 6:00,14567,4592,43.65
871,1,02062011 7:00,15300,4768,40.48
872,1,02062011 8:00,16052,5020,44.86
873,1,02062011 9:00,16711,5276,51.47
874,1,02062011 10:00,17156,5487,57.02
875,1,02062011 11:00,17369,5607,59.66
876,1,02062011 12:00,17343,5657,56.24
877,1,02062011 13:00,17230,5666,54.2
878,1,02062011 14:00,17155,5661,52.6
879,1,02062011 15:00,17166,5659,52.97
880,1,02062011 16:00,17566,5748,52.71
881,1,02062011 17:00,18566,6001,69.23
882,1,02062011 18:00,19444,6172,74.34
883,1,02062011 19:00,19349,6159,65.51
884,1,02062011 20:00,19107,6108,63.46
885,1,02062011 21:00,18590,6000,55.05
886,1,02062011 22:00,17760,5814,52.64
887,1,02062011 23:00,16807,5547,52.12
888,1,02072011 0:00,15736,5162,46.91
889,1,02072011 1:00,14955,4857,42.01
890,1,02072011 2:00,14573,4679,40.06
891,1,02072011 3:00,14450,4604,40.02
892,1,02072011 4:00,14685,4635,37.82
893,1,02072011 5:00,15566,4862,47.7
894,1,02072011 6:00,17291,5363,66.07
895,1,02072011 7:00,18636,5904,68.57
896,1,02072011 8:00,19291,6313,71.01
897,1,02072011 9:00,19744,6582,73.55
898,1,02072011 10:00,20005,6733,89.25
899,1,02072011 11:00,20045,6790,93.76
900,1,02072011 12:00,19939,6802,84.8
901,1,02072011 13:00,19799,6789,71.34
902,1,02072011 14:00,19634,6766,69.66
903,1,02072011 15:00,19540,6748,71.55
904,1,02072011 16:00,19832,6819,98.66
905,1,02072011 17:00,20720,6963,127.62
906,1,02072011 18:00,21499,7000,105.74
907,1,02072011 19:00,21134,6839,76.84
908,1,02072011 20:00,20510,6625,71.36
909,1,02072011 21:00,19491,6343,61.98
910,1,02072011 22:00,18083,5970,56.97
911,1,02072011 23:00,16653,5510,53.42
912,1,02082011 0:00,15696,5096,45.44
913,1,02082011 1:00,15108,4856,40.96
914,1,02082011 2:00,14817,4716,39.91
915,1,02082011 3:00,14694,4645,39.49
916,1,02082011 4:00,14836,4659,40.03
917,1,02082011 5:00,15677,4877,45.9
918,1,02082011 6:00,17357,5368,63.23
919,1,02082011 7:00,18741,5912,66.7
920,1,02082011 8:00,19448,6311,67.3
921,1,02082011 9:00,19919,6560,68.43
922,1,02082011 10:00,20221,6697,72.64
923,1,02082011 11:00,20297,6753,72.4
924,1,02082011 12:00,20247,6768,71.93
925,1,02082011 13:00,20166,6765,71.26
926,1,02082011 14:00,20050,6754,65.39
927,1,02082011 15:00,20016,6757,65.69
928,1,02082011 16:00,20307,6832,75.41
929,1,02082011 17:00,21250,6992,110.25
930,1,02082011 18:00,22074,7043,100.4
931,1,02082011 19:00,21785,6907,84.93
932,1,02082011 20:00,21271,6729,72.6
933,1,02082011 21:00,20376,6482,65.34
934,1,02082011 22:00,19083,6154,59.95
935,1,02082011 23:00,17763,5737,56.2
936,1,02092011 0:00,16721,5352,55.26
937,1,02092011 1:00,16024,5091,49.15
938,1,02092011 2:00,15701,4941,45.49
939,1,02092011 3:00,15578,4868,46.04
940,1,02092011 4:00,15790,4890,48.09
941,1,02092011 5:00,16687,5123,56.02
942,1,02092011 6:00,18393,5619,78.36
943,1,02092011 7:00,19680,6171,88.36
944,1,02092011 8:00,20285,6582,84.19
945,1,02092011 9:00,20666,6852,88.53
946,1,02092011 10:00,20882,7012,92.34
947,1,02092011 11:00,20873,7067,87.36
948,1,02092011 12:00,20751,7077,85.77
949,1,02092011 13:00,20612,7068,85.09
950,1,02092011 14:00,20427,7036,85.13
951,1,02092011 15:00,20303,7001,84.56
952,1,02092011 16:00,20567,7056,89.69
953,1,02092011 17:00,21500,7184,113.86
954,1,02092011 18:00,22416,7254,112.47
955,1,02092011 19:00,22097,7097,98.59
956,1,02092011 20:00,21483,6870,92.77
957,1,02092011 21:00,20506,6588,78.0
958,1,02092011 22:00,19108,6226,70.14
959,1,02092011 23:00,17669,5771,67.5
960,1,02102011 0:00,16705,5352,59.85
961,1,02102011 1:00,16134,5078,50.04
962,1,02102011 2:00,15851,4918,47.79
963,1,02102011 3:00,15711,4837,48.3
964,1,02102011 4:00,15875,4854,49.68
965,1,02102011 5:00,16740,5083,59.05
966,1,02102011 6:00,18374,5575,86.18
967,1,02102011 7:00,19691,6127,99.42
968,1,02102011 8:00,20344,6522,103.13
969,1,02102011 9:00,20793,6792,106.27
970,1,02102011 10:00,21045,6951,112.54
971,1,02102011 11:00,21091,7013,112.23
972,1,02102011 12:00,21021,7032,109.62
973,1,02102011 13:00,20923,7032,109.19
974,1,02102011 14:00,20781,7018,106.14
975,1,02102011 15:00,20698,7008,107.39
976,1,02102011 16:00,20965,7082,111.29
977,1,02102011 17:00,21840,7204,123.43
978,1,02102011 18:00,22715,7260,125.55
979,1,02102011 19:00,22390,7089,113.46
980,1,02102011 20:00,21808,6874,109.0
981,1,02102011 21:00,20896,6612,88.93
982,1,02102011 22:00,19591,6283,75.1
983,1,02102011 23:00,18249,5858,69.39
984,1,02112011 0:00,17146,5459,57.35
985,1,02112011 1:00,16454,5180,51.3
986,1,02112011 2:00,16104,5012,47.87
987,1,02112011 3:00,15958,4928,47.37
988,1,02112011 4:00,16142,4944,48.81
989,1,02112011 5:00,17047,5180,56.85
990,1,02112011 6:00,18774,5677,84.32
991,1,02112011 7:00,20120,6234,93.65
992,1,02112011 8:00,20767,6633,93.39
993,1,02112011 9:00,21173,6916,126.0
994,1,02112011 10:00,21350,7079,92.62
995,1,02112011 11:00,21272,7118,94.67
996,1,02112011 12:00,21073,7105,81.67
997,1,02112011 13:00,20854,7080,76.43
998,1,02112011 14:00,20571,7028,74.2
999,1,02112011 15:00,20351,6976,71.62
1000,1,02112011 16:00,20482,7001,86.87
1001,1,02112011 17:00,21254,7100,112.0
1002,1,02112011 18:00,22165,7169,97.86
1003,1,02112011 19:00,21752,6977,85.99
1004,1,02112011 20:00,21144,6740,82.12
1005,1,02112011 21:00,20334,6490,67.0
1006,1,02112011 22:00,19131,6203,63.53
1007,1,02112011 23:00,17744,5809,58.87
1008,1,02122011 0:00,16643,5396,49.2
1009,1,02122011 1:00,15944,5154,44.05
1010,1,02122011 2:00,15549,4992,42.7
1011,1,02122011 3:00,15301,4897,42.21
1012,1,02122011 4:00,15126,4828,41.02
1013,1,02122011 5:00,15056,4768,42.35
1014,1,02122011 6:00,15652,4857,46.0
1015,1,02122011 7:00,16635,5139,44.65
1016,1,02122011 8:00,17542,5445,48.04
1017,1,02122011 9:00,18199,5731,54.38
1018,1,02122011 10:00,18529,5919,61.74
1019,1,02122011 11:00,18557,5985,63.29
1020,1,02122011 12:00,18355,5979,60.04
1021,1,02122011 13:00,18104,5948,54.91
1022,1,02122011 14:00,17877,5902,52.86
1023,1,02122011 15:00,17741,5855,52.76
1024,1,02122011 16:00,18015,5900,54.9
1025,1,02122011 17:00,19025,6140,73.56
1026,1,02122011 18:00,20100,6355,76.18
1027,1,02122011 19:00,19946,6322,69.93
1028,1,02122011 20:00,19630,6227,63.14
1029,1,02122011 21:00,19173,6120,58.78
1030,1,02122011 22:00,18390,5975,44.45
1031,1,02122011 23:00,17400,5739,45.5
1032,1,02132011 00:00,16328,5286,46.28
1033,1,02132011 01:00,15605,5040,40.35
1034,1,02132011 02:00,15174,4868,38.61
1035,1,02132011 03:00,14921,4771,38.83
1036,1,02132011 04:00,14708,4696,38.5
1037,1,02132011 05:00,14509,4612,40.25
1038,1,02132011 06:00,14934,4638,42.09
1039,1,02132011 07:00,15740,4842,40.89
1040,1,02132011 08:00,16488,5092,41.4
1041,1,02132011 09:00,17045,5342,49.78
1042,1,02132011 10:00,17423,5542,50.27
1043,1,02132011 11:00,17613,5658,47.18
1044,1,02132011 12:00,17524,5692,44.39
1045,1,02132011 13:00,17380,5699,41.5
1046,1,02132011 14:00,17264,5681,40.15
1047,1,02132011 15:00,17264,5676,42.29
1048,1,02132011 16:00,17668,5756,46.19
1049,1,02132011 17:00,18650,6000,62.26
1050,1,02132011 18:00,19678,6199,67.86
1051,1,02132011 19:00,19607,6190,55.34
1052,1,02132011 20:00,19254,6120,53.26
1053,1,02132011 21:00,18663,6008,52.84
1054,1,02132011 22:00,17748,5808,44.63
1055,1,02132011 23:00,16695,5514,40.38
1056,1,02142011 00:00,15552,5095,37.58
1057,1,02142011 01:00,14749,4793,34.08
1058,1,02142011 02:00,14318,4603,33.77
1059,1,02142011 03:00,14156,4523,34.54
1060,1,02142011 04:00,14350,4554,34.47
1061,1,02142011 05:00,15187,4782,37.49
1062,1,02142011 06:00,16866,5284,46.98
1063,1,02142011 07:00,18260,5844,59.83
1064,1,02142011 08:00,18959,6234,56.54
1065,1,02142011 09:00,19381,6480,57.41
1066,1,02142011 10:00,19649,6620,64.39
1067,1,02142011 11:00,19758,6686,55.33
1068,1,02142011 12:00,19702,6704,53.43
1069,1,02142011 13:00,19629,6705,51.19
1070,1,02142011 14:00,19523,6690,50.92
1071,1,02142011 15:00,19512,6701,49.96
1072,1,02142011 16:00,19793,6770,55.59
1073,1,02142011 17:00,20561,6894,69.32
1074,1,02142011 18:00,21403,6945,73.69
1075,1,02142011 19:00,21062,6782,67.17
1076,1,02142011 20:00,20447,6575,59.15
1077,1,02142011 21:00,19510,6307,53.56
1078,1,02142011 22:00,18218,5940,42.22
1079,1,02142011 23:00,16851,5483,41.24
1080,1,02152011 00:00,15923,5068,40.36
1081,1,02152011 01:00,15331,4817,37.65
1082,1,02152011 02:00,15018,4668,36.21
1083,1,02152011 03:00,14909,4599,37.19
1084,1,02152011 04:00,15105,4625,38.05
1085,1,02152011 05:00,16030,4874,39.89
1086,1,02152011 06:00,17801,5396,51.44
1087,1,02152011 07:00,19203,5974,56.36
1088,1,02152011 08:00,19861,6374,57.75
1089,1,02152011 09:00,20195,6613,67.54
1090,1,02152011 10:00,20367,6751,68.89
1091,1,02152011 11:00,20377,6811,66.0
1092,1,02152011 12:00,20240,6817,66.0
1093,1,02152011 13:00,20101,6815,66.0
1094,1,02152011 14:00,19936,6789,63.47
1095,1,02152011 15:00,19907,6807,63.46
1096,1,02152011 16:00,20210,6883,59.91
1097,1,02152011 17:00,21098,7014,94.19
1098,1,02152011 18:00,22148,7088,92.79
1099,1,02152011 19:00,21849,6923,70.17
1100,1,02152011 20:00,21233,6718,60.55
1101,1,02152011 21:00,20267,6448,52.84
1102,1,02152011 22:00,18931,6093,46.5
1103,1,02152011 23:00,17509,5636,44.43
1104,1,02162011 00:00,16283,5149,40.21
1105,1,02162011 01:00,15395,4815,38.47
1106,1,02162011 02:00,14945,4620,37.13
1107,1,02162011 03:00,14790,4530,36.58
1108,1,02162011 04:00,15043,4544,36.08
1109,1,02162011 05:00,15978,4790,40.17
1110,1,02162011 06:00,17723,5317,56.99
1111,1,02162011 07:00,19014,5886,60.86
1112,1,02162011 08:00,19556,6269,55.63
1113,1,02162011 09:00,19795,6502,57.05
1114,1,02162011 10:00,19894,6625,57.47
1115,1,02162011 11:00,19838,6669,54.84
1116,1,02162011 12:00,19643,6657,53.53
1117,1,02162011 13:00,19442,6639,50.07
1118,1,02162011 14:00,19224,6600,50.69
1119,1,02162011 15:00,19104,6587,54.45
1120,1,02162011 16:00,19344,6646,54.6
1121,1,02162011 17:00,20159,6779,66.89
1122,1,02162011 18:00,21234,6861,71.82
1123,1,02162011 19:00,21022,6710,64.37
1124,1,02162011 20:00,20401,6494,58.62
1125,1,02162011 21:00,19382,6214,45.1
1126,1,02162011 22:00,17957,5840,42.34
1127,1,02162011 23:00,16445,5360,38.91
1128,1,02172011 00:00,15462,4955,33.8
1129,1,02172011 01:00,14562,4631,31.1
1130,1,02172011 02:00,14079,4443,29.38
1131,1,02172011 03:00,13892,4356,29.39
1132,1,02172011 04:00,14076,4370,29.56
1133,1,02172011 05:00,15011,4634,32.93
1134,1,02172011 06:00,16777,5176,44.65
1135,1,02172011 07:00,18129,5750,45.92
1136,1,02172011 08:00,18720,6140,46.68
1137,1,02172011 09:00,19027,6384,48.45
1138,1,02172011 10:00,19195,6504,51.44
1139,1,02172011 11:00,19202,6560,50.45
1140,1,02172011 12:00,19062,6555,43.74
1141,1,02172011 13:00,18911,6541,42.95
1142,1,02172011 14:00,18725,6508,44.62
1143,1,02172011 15:00,18635,6505,44.97
1144,1,02172011 16:00,18827,6551,48.11
1145,1,02172011 17:00,19522,6658,58.05
1146,1,02172011 18:00,20509,6716,65.82
1147,1,02172011 19:00,20252,6544,56.99
1148,1,02172011 20:00,19638,6323,46.23
1149,1,02172011 21:00,18657,6054,39.49
1150,1,02172011 22:00,17280,5692,38.13
1151,1,02172011 23:00,15805,5231,35.77
1152,1,02182011 00:00,14828,4822,33.09
1153,1,02182011 01:00,14091,4561,30.35
1154,1,02182011 02:00,13685,4404,28.55
1155,1,02182011 03:00,13510,4331,28.39
1156,1,02182011 04:00,13625,4340,28.94
1157,1,02182011 05:00,14507,4598,32.05
1158,1,02182011 06:00,16259,5144,39.41
1159,1,02182011 07:00,17681,5728,45.18
1160,1,02182011 08:00,18383,6135,46.99
1161,1,02182011 09:00,18771,6395,48.01
1162,1,02182011 10:00,18979,6525,50.82
1163,1,02182011 11:00,18993,6581,48.49
1164,1,02182011 12:00,18837,6569,46.39
1165,1,02182011 13:00,18667,6533,45.97
1166,1,02182011 14:00,18445,6483,45.78
1167,1,02182011 15:00,18266,6431,45.77
1168,1,02182011 16:00,18361,6457,46.23
1169,1,02182011 17:00,18948,6555,57.84
1170,1,02182011 18:00,19794,6589,65.44
1171,1,02182011 19:00,19424,6389,50.0
1172,1,02182011 20:00,18898,6165,48.68
1173,1,02182011 21:00,18190,5927,41.39
1174,1,02182011 22:00,17129,5639,37.49
1175,1,02182011 23:00,15833,5252,33.37
1176,1,02192011 00:00,14874,4906,36.73
1177,1,02192011 01:00,14325,4720,33.85
1178,1,02192011 02:00,14018,4596,33.05
1179,1,02192011 03:00,13859,4530,32.68
1180,1,02192011 04:00,13753,4477,32.45
1181,1,02192011 05:00,13807,4448,33.16
1182,1,02192011 06:00,14473,4574,35.23
1183,1,02192011 07:00,15450,4851,35.96
1184,1,02192011 08:00,16488,5161,40.79
1185,1,02192011 09:00,17253,5443,42.93
